,0
50,11.938627000496318
51,8.266430970631458
52,6.294557620824852
53,4.968467147711435
54,5.015290193491754
55,4.658555243827729
56,4.650484047704001
57,6.029975284992135
58,10.33523249641326
59,14.395320374958455
60,11.514701505173836
61,8.0492325749486
62,6.394818681975965
63,5.002304259574667
64,3.9180972396626323
65,3.650578596038252
66,4.285708963194214
67,6.957745392087592
68,12.228923805280115
69,13.882641794421094
70,9.642695009990529
71,6.4270919754981
72,4.042712755288447
73,3.6385589052864415
74,4.06443042494155
75,2.4967593653530393
76,3.933751146384023
77,6.805223408959621
78,10.215992955204488
79,9.3680030277654
80,6.662459342894309
81,5.306283516984134
82,3.1580945336434008
83,3.606453024711809
84,4.178865130365899
85,4.550494349448674
86,6.009679100978296
87,10.159884099560724
88,12.691397278688903
89,9.692203067383335
90,7.956680513075277
91,5.496544248234246
92,4.570921408802793
93,6.043122366149569
94,5.358603634672681
95,5.313288456240377
96,8.143014444147823
97,11.858282645524298
98,10.432946044743526
99,5.959881190577589
