,0
50,26.442169701496713
51,24.06665464244481
52,23.152757114697565
53,27.518737891838825
54,27.607812869155865
55,28.39172373007336
56,33.07845065681779
57,39.15636278007092
58,29.1159651166584
59,24.443621212411514
60,26.517924992589002
61,25.098791751561905
62,28.848559541858933
63,32.52442826074669
64,27.750338676772458
65,36.06615590401327
66,44.02524022155984
67,30.355425717426925
68,26.09751226236112
69,28.394952804912037
70,27.479949543321926
71,31.972262536537077
72,32.53373773332609
73,34.07557493887544
74,37.02556507041996
75,40.714532833906915
76,30.50702406395652
77,24.461795141745398
78,29.52873783771073
79,23.354595951163418
80,29.448712686368935
81,35.076948917592205
82,35.19148356435001
83,37.204483453614
84,41.62465069921991
85,34.94759176118169
86,28.65406523932228
87,24.499710813608708
88,20.05940764270884
89,22.22001833830643
90,32.55604788766108
91,37.134915780611074
92,36.826604670972465
93,33.9269894435329
94,22.184737038420018
95,16.020856706545096
96,24.628021556900933
97,19.289871402049958
98,26.128153655980423
99,36.98211570106538
