,0
100,-0.23086327473256676
101,-0.594487747352088
102,2.3914400566426153
103,0.4871268871578641
104,0.889456120901519
105,-1.7641123646682697
106,0.3103898631784119
107,0.27375368272994943
108,0.10093136603325788
109,0.632363237167559
110,0.3620844321721686
111,1.2347748246080523
112,0.1521352270206512
113,-1.197609069970516
114,-0.6236381953509101
115,1.5836606092210836
116,2.7763734738513923
117,-1.0311818802339172
118,-4.641971366835506
119,0.3230677574157472
120,2.782715731298957
121,1.684789174776194
122,0.7610966216013502
123,-2.261186716627429
124,0.4792054173014185
125,-0.7298943509517913
126,0.4134208886007238
127,0.21707396725170097
128,0.32268051628136785
129,-0.11676494149862486
130,0.06842712347875882
131,-0.4065077734857158
132,0.7444168468310888
133,0.9588172075017093
134,-0.019553473311572603
135,0.10855169116018298
136,-0.5497190377905459
137,2.5687977544174254
138,1.57366651171469
139,-0.006396612862084386
140,-0.32095182557292046
141,-1.9848903778285232
142,1.854908021910515
143,0.7621483350297694
144,1.717802044409648
145,-0.6504385547073025
146,-0.4346627215000012
147,-0.40284797361115104
148,1.433441273567892
149,0.5205519317979602
150,-0.22845073071999816
151,1.7051722311878428
152,0.7099681284401128
153,0.9002494928150471
154,0.11785613946701745
155,0.839745442177404
156,0.35933551325543356
157,1.9055736063788133
158,-0.7809804100584231
159,0.9382500782257518
160,-0.2018397434552998
161,-0.48685681400745956
162,0.7429975242924478
163,-1.8604877742268942
164,1.2379993701356669
165,0.29086506679358376
166,-0.30441086018567565
167,-0.6391479846952071
168,0.21831455684677892
169,1.5596211020403885
170,1.083543398637468
171,-0.44323292590330776
172,-0.9157941863575922
173,0.3166331002622337
174,1.7256115299621633
175,3.5617977005220967
176,0.09380675255672632
177,-0.752162266041726
178,-0.9055750563487465
179,0.9350565053041466
180,0.6382044517709138
181,0.30195652909270576
182,-1.304696325829407
183,0.4050732978529646
184,0.8786796792815368
185,0.17196077646815164
186,1.2180361077303161
187,-1.7617490363019594
188,0.2344040423847616
189,-0.6145979561388091
190,0.9776613041444631
191,1.128486391299564
192,0.17736155021232414
193,1.3453189034972795
194,-0.2126692773480548
195,-0.4172528454665616
196,0.2105772312139403
197,-0.2287888456917267
198,-0.4180697998000118
199,1.6290904891225217
